Kind,Name,CountLineCode,Cyclomatic,RatioCommentToCode
Protected Constructor,"hudson.cli.PlainCLIProtocol.EitherSide.EitherSide",3,1,"0.00"
Public Method,"hudson.cli.PlainCLIProtocol.EitherSide.close",4,1,"0.00"
Final Method,"hudson.cli.PlainCLIProtocol.EitherSide.handle",14,4,"0.07"
Protected Abstract Method,"hudson.cli.PlainCLIProtocol.EitherSide.handle",1,0,"0.00"
Lambda Method,"hudson.cli.PlainCLIProtocol.EitherSide.handle.(lambda_expr_1)",1,1,"0.00"
Protected Abstract Method,"hudson.cli.PlainCLIProtocol.EitherSide.handleClose",1,0,"0.00"
Protected Final Method,"hudson.cli.PlainCLIProtocol.EitherSide.send",3,1,"0.00"
Protected Final Method,"hudson.cli.PlainCLIProtocol.EitherSide.send",5,1,"0.00"
Protected Final Method,"hudson.cli.PlainCLIProtocol.EitherSide.send",6,1,"0.00"
Protected Final Method,"hudson.cli.PlainCLIProtocol.EitherSide.send",3,1,"0.00"
Protected Final Method,"hudson.cli.PlainCLIProtocol.EitherSide.send",5,1,"0.00"
Protected Final Method,"hudson.cli.PlainCLIProtocol.EitherSide.stream",16,1,"0.00"
Anonymous Class,"hudson.cli.PlainCLIProtocol.EitherSide.stream.(Anon_1)",13,,"0.00"
Public Method,"hudson.cli.PlainCLIProtocol.EitherSide.stream.(Anon_1).write",4,1,"0.00"
Public Method,"hudson.cli.PlainCLIProtocol.EitherSide.stream.(Anon_1).write",4,1,"0.00"
Public Method,"hudson.cli.PlainCLIProtocol.EitherSide.stream.(Anon_1).write",4,1,"0.00"
Static Final Class,"hudson.cli.PlainCLIProtocol.FramedOutput",16,,"0.06"
Constructor,"hudson.cli.PlainCLIProtocol.FramedOutput.FramedOutput",3,1,"0.00"
Public Method,"hudson.cli.PlainCLIProtocol.FramedOutput.close",4,1,"0.00"
Public Method,"hudson.cli.PlainCLIProtocol.FramedOutput.send",6,1,"0.17"
Static Final Class,"hudson.cli.PlainCLIProtocol.FramedReader",56,,"0.09"
Constructor,"hudson.cli.PlainCLIProtocol.FramedReader.FramedReader",7,1,"0.14"
Public Method,"hudson.cli.PlainCLIProtocol.FramedReader.run",43,10,"0.09"
Lambda Method,"hudson.cli.PlainCLIProtocol.FramedReader.run.(lambda_expr_1)",1,1,"0.00"
Private Enum Type,"hudson.cli.PlainCLIProtocol.Op",15,,"0.73"
Constructor,"hudson.cli.PlainCLIProtocol.Op.Op",3,1,"0.00"
Public Implicit Method,"hudson.cli.PlainCLIProtocol.Op.valueOf",,,"0.00"
Public Implicit Method,"hudson.cli.PlainCLIProtocol.Op.values",,,"0.00"
Interface,"hudson.cli.PlainCLIProtocol.Output",3,,"0.00"
Abstract Method,"hudson.cli.PlainCLIProtocol.Output.send",1,0,"0.00"
Private Constructor,"hudson.cli.PlainCLIProtocol.PlainCLIProtocol",1,1,"0.00"
Private Static Final Class,"hudson.cli.PlainCLIProtocol.ProtocolException",5,,"0.00"
Constructor,"hudson.cli.PlainCLIProtocol.ProtocolException.ProtocolException",3,1,"0.00"
Static Abstract Class,"hudson.cli.PlainCLIProtocol.ServerSide",46,,"0.00"
Constructor,"hudson.cli.PlainCLIProtocol.ServerSide.ServerSide",3,1,"0.00"
Protected Final Method,"hudson.cli.PlainCLIProtocol.ServerSide.handle",26,7,"0.00"
Protected Abstract Method,"hudson.cli.PlainCLIProtocol.ServerSide.onArg",1,0,"0.00"
Protected Abstract Method,"hudson.cli.PlainCLIProtocol.ServerSide.onEncoding",1,0,"0.00"
Protected Abstract Method,"hudson.cli.PlainCLIProtocol.ServerSide.onEndStdin",1,0,"0.00"
Protected Abstract Method,"hudson.cli.PlainCLIProtocol.ServerSide.onLocale",1,0,"0.00"
Protected Abstract Method,"hudson.cli.PlainCLIProtocol.ServerSide.onStart",1,0,"0.00"
Protected Abstract Method,"hudson.cli.PlainCLIProtocol.ServerSide.onStdin",1,0,"0.00"
Public Final Method,"hudson.cli.PlainCLIProtocol.ServerSide.sendExit",3,1,"0.00"
Public Final Method,"hudson.cli.PlainCLIProtocol.ServerSide.streamStderr",3,1,"0.00"
Public Final Method,"hudson.cli.PlainCLIProtocol.ServerSide.streamStdout",3,1,"0.00"
Public Class,"hudson.cli.PlainCLIProtocolTest",102,,"0.07"
Public Method,"hudson.cli.PlainCLIProtocolTest.ignoreUnknownOperations",100,4,"0.07"
Class,"hudson.cli.PlainCLIProtocolTest.ignoreUnknownOperations.Client",31,,"0.00"
Constructor,"hudson.cli.PlainCLIProtocolTest.ignoreUnknownOperations.Client.Client",3,1,"0.00"
Protected Method,"hudson.cli.PlainCLIProtocolTest.ignoreUnknownOperations.Client.handleClose",2,1,"0.00"
Method,"hudson.cli.PlainCLIProtocolTest.ignoreUnknownOperations.Client.newop",6,1,"0.00"
Protected Method,"hudson.cli.PlainCLIProtocolTest.ignoreUnknownOperations.Client.onExit",5,1,"0.00"
Protected Method,"hudson.cli.PlainCLIProtocolTest.ignoreUnknownOperations.Client.onStderr",2,1,"0.00"
Protected Method,"hudson.cli.PlainCLIProtocolTest.ignoreUnknownOperations.Client.onStdout",4,1,"0.00"
Method,"hudson.cli.PlainCLIProtocolTest.ignoreUnknownOperations.Client.send",5,1,"0.00"
Class,"hudson.cli.PlainCLIProtocolTest.ignoreUnknownOperations.Server",39,,"0.18"
Constructor,"hudson.cli.PlainCLIProtocolTest.ignoreUnknownOperations.Server.Server",3,1,"0.00"
Protected Method,"hudson.cli.PlainCLIProtocolTest.ignoreUnknownOperations.Server.handleClose",2,1,"0.00"
Method,"hudson.cli.PlainCLIProtocolTest.ignoreUnknownOperations.Server.newop",6,1,"0.00"
Protected Method,"hudson.cli.PlainCLIProtocolTest.ignoreUnknownOperations.Server.onArg",4,1,"0.00"
Protected Method,"hudson.cli.PlainCLIProtocolTest.ignoreUnknownOperations.Server.onEncoding",2,1,"0.00"
Protected Method,"hudson.cli.PlainCLIProtocolTest.ignoreUnknownOperations.Server.onEndStdin",2,1,"0.00"
Protected Method,"hudson.cli.PlainCLIProtocolTest.ignoreUnknownOperations.Server.onLocale",2,1,"0.00"
Protected Method,"hudson.cli.PlainCLIProtocolTest.ignoreUnknownOperations.Server.onStart",5,1,"0.00"
Protected Method,"hudson.cli.PlainCLIProtocolTest.ignoreUnknownOperations.Server.onStdin",4,1,"1.75"
Method,"hudson.cli.PlainCLIProtocolTest.ignoreUnknownOperations.Server.send",4,1,"0.00"
Public Class,"hudson.cli.PrivateKeyProvider",71,,"0.31"
Private Static Method,"hudson.cli.PrivateKeyProvider.askForPasswd",9,2,"0.00"
Public Method,"hudson.cli.PrivateKeyProvider.getKeys",3,1,"1.67"
Public Method,"hudson.cli.PrivateKeyProvider.hasKeys",3,1,"0.00"
Private Static Method,"hudson.cli.PrivateKeyProvider.isPemEncrypted",3,1,"0.33"
Public Static Method,"hudson.cli.PrivateKeyProvider.loadKey",3,1,"0.00"
Public Static Method,"hudson.cli.PrivateKeyProvider.loadKey",14,4,"0.00"
Public Method,"hudson.cli.PrivateKeyProvider.readFrom",7,2,"0.43"
Public Method,"hudson.cli.PrivateKeyProvider.readFromDefaultLocations",15,4,"0.47"
Private Static Method,"hudson.cli.PrivateKeyProvider.readPemFile",10,2,"0.00"
Public Class,"hudson.cli.PrivateKeyProviderTest",66,,"0.61"
Private Method,"hudson.cli.PrivateKeyProviderTest.assertKeyPairNotNull",6,1,"0.83"
Public Method,"hudson.cli.PrivateKeyProviderTest.loadBlankKey",6,1,"0.50"
Lambda Method,"hudson.cli.PrivateKeyProviderTest.loadBlankKey.(lambda_expr_1)",1,1,"0.00"
Public Method,"hudson.cli.PrivateKeyProviderTest.loadKeyBroken",6,1,"0.67"
Lambda Method,"hudson.cli.PrivateKeyProviderTest.loadKeyBroken.(lambda_expr_1)",1,1,"0.00"
Public Method,"hudson.cli.PrivateKeyProviderTest.loadKeyDSA",5,1,"0.60"
Public Method,"hudson.cli.PrivateKeyProviderTest.loadKeyDSAPassword",6,1,"0.50"
Public Method,"hudson.cli.PrivateKeyProviderTest.loadKeyOpenSSH",5,1,"0.60"
Public Method,"hudson.cli.PrivateKeyProviderTest.loadKeyOpenSSHMultipleKeys",6,1,"0.67"
Lambda Method,"hudson.cli.PrivateKeyProviderTest.loadKeyOpenSSHMultipleKeys.(lambda_expr_1)",1,1,"0.00"
Public Method,"hudson.cli.PrivateKeyProviderTest.loadKeyOpenSSHPKCS8",6,1,"0.50"
Public Method,"hudson.cli.PrivateKeyProviderTest.loadKeyOpenSSHRFC4716",6,1,"0.50"
Public Method,"hudson.cli.PrivateKeyProviderTest.loadKeyRSA",5,1,"0.60"
Public Method,"hudson.cli.PrivateKeyProviderTest.loadKeyRSAPassword",6,1,"0.50"
Public Class,"hudson.cli.QuietDownCommand",19,,"0.32"
Public Method,"hudson.cli.QuietDownCommand.getShortDescription",4,1,"0.00"
Protected Method,"hudson.cli.QuietDownCommand.run",5,1,"0.00"
Public Class,"hudson.cli.QuietDownCommandTest",380,,"0.13"
Private Method,"hudson.cli.QuietDownCommandTest.assertJenkinsInQuietMode",3,1,"1.33"
Public Static Method,"hudson.cli.QuietDownCommandTest.assertJenkinsInQuietMode",5,1,"0.60"
Lambda Method,"hudson.cli.QuietDownCommandTest.assertJenkinsInQuietMode.(lambda_expr_1)",1,1,"0.00"
Private Method,"hudson.cli.QuietDownCommandTest.assertJenkinsNotInQuietMode",3,1,"1.33"
Public Static Method,"hudson.cli.QuietDownCommandTest.assertJenkinsNotInQuietMode",5,1,"0.60"
Lambda Method,"hudson.cli.QuietDownCommandTest.assertJenkinsNotInQuietMode.(lambda_expr_1)",1,1,"0.00"
Private Static Method,"hudson.cli.QuietDownCommandTest.get",4,1,"0.75"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldFailWithEmptyTimeout",9,1,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldFailWithoutAdministerPermission",9,1,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccess",8,1,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessAndRunningExecutor",18,1,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessOnAlreadyQuietDownedJenkins",10,1,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlock",8,1,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockAndFinishingExecutor",36,1,"0.00"
Anonymous Class,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockAndFinishingExecutor.(Anon_5)",14,,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockAndFinishingExecutor.(Anon_5).call",13,1,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockAndNonExpiredTimeoutAndFinishingExecutor",36,1,"0.00"
Anonymous Class,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockAndNonExpiredTimeoutAndFinishingExecutor.(Anon_6)",15,,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockAndNonExpiredTimeoutAndFinishingExecutor.(Anon_6).call",14,1,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockAndRunningExecutor",39,3,"0.00"
Anonymous Class,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockAndRunningExecutor.(Anon_1)",11,,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockAndRunningExecutor.(Anon_1).call",10,1,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockAndTimeout",8,1,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockAndTimeoutAndReason",9,1,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockAndTimeoutOnAlreadyQuietDownedJenkins",12,1,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockAndZeroTimeoutAndRunningExecutor",39,3,"0.00"
Anonymous Class,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockAndZeroTimeoutAndRunningExecutor.(Anon_2)",11,,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockAndZeroTimeoutAndRunningExecutor.(Anon_2).call",10,1,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockOnAlreadyQuietDownedJenkins",10,1,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockPlusExpiredTimeoutAndRunningExecutor",40,2,"0.00"
Anonymous Class,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockPlusExpiredTimeoutAndRunningExecutor.(Anon_3)",14,,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockPlusExpiredTimeoutAndRunningExecutor.(Anon_3).call",13,1,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockPlusNonExpiredTimeoutAndRunningExecutor",40,3,"0.00"
Anonymous Class,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockPlusNonExpiredTimeoutAndRunningExecutor.(Anon_4)",11,,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithBlockPlusNonExpiredTimeoutAndRunningExecutor.(Anon_4).call",10,1,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithReason",9,1,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.quietDownShouldSuccessWithTimeout",8,1,"0.00"
Public Method,"hudson.cli.QuietDownCommandTest.setUp",4,1,"0.00"
Public Class,"hudson.cli.ReloadConfigurationCommand",29,,"0.28"
Public Method,"hudson.cli.ReloadConfigurationCommand.getShortDescription",4,1,"0.00"
Protected Method,"hudson.cli.ReloadConfigurationCommand.run",22,5,"0.09"
Public Class,"hudson.cli.ReloadConfigurationCommandTest",107,,"0.04"
Private Method,"hudson.cli.ReloadConfigurationCommandTest.modifyNode",5,2,"0.00"
Public Method,"hudson.cli.ReloadConfigurationCommandTest.reloadConfigurationShouldFailWithoutAdministerPermission",8,1,"0.00"
Public Method,"hudson.cli.ReloadConfigurationCommandTest.reloadDescriptorConfig",11,1,"0.09"
Private Method,"hudson.cli.ReloadConfigurationCommandTest.reloadJenkinsConfigurationViaCliAndWait",4,1,"0.00"
Public Method,"hudson.cli.ReloadConfigurationCommandTest.reloadJobConfig",10,1,"0.00"
Public Method,"hudson.cli.ReloadConfigurationCommandTest.reloadMasterConfig",7,1,"0.00"
Public Method,"hudson.cli.ReloadConfigurationCommandTest.reloadSlaveConfig",7,1,"0.00"
Public Method,"hudson.cli.ReloadConfigurationCommandTest.reloadUserConfig",18,1,"0.00"
Public Method,"hudson.cli.ReloadConfigurationCommandTest.reloadViewConfig",12,1,"0.00"
Private Method,"hudson.cli.ReloadConfigurationCommandTest.replace",12,2,"0.00"
Public Method,"hudson.cli.ReloadConfigurationCommandTest.setUp",9,1,"0.00"
Public Class,"hudson.cli.ReloadJobCommand",48,,"0.10"
Public Method,"hudson.cli.ReloadJobCommand.getShortDescription",4,1,"0.00"
Protected Method,"hudson.cli.ReloadJobCommand.run",38,9,"0.00"
Public Class,"hudson.cli.ReloadJobCommandTest",183,,"0.09"
Private Method,"hudson.cli.ReloadJobCommandTest.changeProjectOnTheDisc",5,1,"1.60"
Private Method,"hudson.cli.ReloadJobCommandTest.createScriptBuilder",3,2,"1.67"
Public Method,"hudson.cli.ReloadJobCommandTest.reloadJobManyShouldFailIfFirstJobDoesNotExist",19,1,"0.00"
Public Method,"hudson.cli.ReloadJobCommandTest.reloadJobManyShouldFailIfLastJobDoesNotExist",19,1,"0.00"
Public Method,"hudson.cli.ReloadJobCommandTest.reloadJobManyShouldFailIfMiddleJobDoesNotExist",19,1,"0.00"
Public Method,"hudson.cli.ReloadJobCommandTest.reloadJobManyShouldFailIfMoreJobsDoNotExist",20,1,"0.00"
Public Method,"hudson.cli.ReloadJobCommandTest.reloadJobManyShouldSucceed",21,1,"0.00"
Public Method,"hudson.cli.ReloadJobCommandTest.reloadJobManyShouldSucceedEvenAJobIsSpecifiedTwice",16,1,"0.00"
Public Method,"hudson.cli.ReloadJobCommandTest.reloadJobShouldFailIfJobDoesNotExist",8,1,"0.00"
Public Method,"hudson.cli.ReloadJobCommandTest.reloadJobShouldFailIfJobDoesNotExistButNearExists",9,1,"0.00"
Public Method,"hudson.cli.ReloadJobCommandTest.reloadJobShouldFailWithoutJobConfigurePermission",13,1,"0.00"
Public Method,"hudson.cli.ReloadJobCommandTest.reloadJobShouldFailWithoutJobReadPermission",13,1,"0.00"
Public Method,"hudson.cli.ReloadJobCommandTest.reloadJobShouldSucceed",11,1,"0.00"
Public Method,"hudson.cli.ReloadJobCommandTest.setUp",3,1,"0.00"
Public Class,"hudson.cli.RemoveJobFromViewCommand",21,,"0.19"
Public Method,"hudson.cli.RemoveJobFromViewCommand.getShortDescription",4,1,"0.00"
Protected Method,"hudson.cli.RemoveJobFromViewCommand.run",10,3,"0.00"
Public Class,"hudson.cli.RemoveJobFromViewCommandTest",49,,"0.06"
Public Method,"hudson.cli.RemoveJobFromViewCommandTest.getCommand",4,1,"0.00"
Public Method,"hudson.cli.RemoveJobFromViewCommandTest.removeJobManyShouldSucceed",17,1,"0.00"
Public Method,"hudson.cli.RemoveJobFromViewCommandTest.removeJobManyShouldSucceedEvenAJobIsSpecifiedTwice",13,1,"0.00"
Public Method,"hudson.cli.RemoveJobFromViewCommandTest.removeJobShouldSucceed",13,1,"0.00"
Public Abstract Class,"hudson.cli.RunRangeCommand",12,,"0.33"
Protected Abstract Method,"hudson.cli.RunRangeCommand.act",1,0,"0.00"
Protected Method,"hudson.cli.RunRangeCommand.run",5,1,"0.00"
Public Class,"hudson.cli.RunRangeCommand2Test",55,,"0.05"
Public Method,"hudson.cli.RunRangeCommand2Test.dummyRangeShouldFailIfJobNameIsEmptyOnEmptyJenkins",10,1,"0.00"
Public Method,"hudson.cli.RunRangeCommand2Test.dummyRangeShouldFailIfJobNameIsSpaceOnEmptyJenkins",10,1,"0.00"
Public Method,"hudson.cli.RunRangeCommand2Test.dummyRangeShouldSuccessEvenTheBuildIsRunning",12,2,"0.00"
Public Method,"hudson.cli.RunRangeCommand2Test.dummyRangeShouldSuccessEvenTheBuildIsStuckInTheQueue",16,1,"0.00"
Public Method,"hudson.cli.RunRangeCommand2Test.setUp",3,1,"0.00"
Public Class,"hudson.cli.RunRangeCommandTest",813,,"0.01"
Public Static Class,"hudson.cli.RunRangeCommandTest.DummyRangeCommand",21,,"0.00"
Protected Method,"hudson.cli.RunRangeCommandTest.DummyRangeCommand.act",14,3,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.DummyRangeCommand.getShortDescription",4,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeNumberMultiShouldFailIfBuildNumberIsComma",20,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeNumberMultiShouldFailIfBuildNumberIsEmpty",20,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeNumberMultiShouldFailIfBuildNumberIsHyphen",20,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeNumberMultiShouldFailIfBuildNumberIsInvalid",38,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeNumberMultiShouldFailIfBuildNumberIsNegative",20,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeNumberMultiShouldFailIfBuildNumberIsSpace",20,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeNumberMultiShouldFailIfBuildNumberIsTooBig",20,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeNumberMultiShouldSuccess",32,1,"0.09"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeNumberMultiShouldSuccessIfSomeBuildDoesNotExist",17,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeNumberSingleShouldFailIfBuildNumberIsHyphen",8,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeNumberSingleShouldFailIfBuildNumberIsInvalid",14,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeNumberSingleShouldFailIfBuildNumberIsNegative",8,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeNumberSingleShouldFailIfBuildNumberIsSpace",8,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeNumberSingleShouldFailIfBuildNumberIsTooBig",8,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeNumberSingleShouldSuccess",34,1,"0.18"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeNumberSingleShouldSuccessIfBuildNumberIsComma",7,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeNumberSingleShouldSuccessIfBuildNumberIsEmpty",7,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeNumberSingleShouldSuccessIfBuildNumberIsZero",12,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeRangeMultiShouldSuccess",22,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeRangeSingleShouldFailIfBuildRangeContainsANegativeNumber",62,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeRangeSingleShouldFailIfBuildRangeContainsComma",20,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeRangeSingleShouldFailIfBuildRangeContainsEmptyNumber",20,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeRangeSingleShouldFailIfBuildRangeContainsHyphen",20,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeRangeSingleShouldFailIfBuildRangeContainsInvalidNumber",38,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeRangeSingleShouldFailIfBuildRangeContainsSpace",20,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeRangeSingleShouldFailIfBuildRangeContainsTooBigNumber",20,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeRangeSingleShouldFailIfBuildRangeContainsZeroAndNegative",74,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeRangeSingleShouldFailIfBuildRangeIsInvalid",8,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeRangeSingleShouldFailIfBuildRangeIsInverse",20,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeRangeSingleShouldSuccess",70,3,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeRangeSingleShouldSuccessIfSomeBuildDoesNotExist",17,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeShouldFailIfJobDesNotExist",8,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeShouldFailIfJobNameIsEmpty",9,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeShouldFailIfJobNameIsSpace",9,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeShouldFailWithoutJobReadPermission",9,1,"0.00"
Public Method,"hudson.cli.RunRangeCommandTest.dummyRangeShouldSuccessIfBuildDoesNotExist",12,1,"0.00"
Public Static Method,"hudson.cli.RunRangeCommandTest.setUpClass",13,3,"0.00"
Class,"hudson.cli.SSHCLI",61,,"0.11"
Private Constructor,"hudson.cli.SSHCLI.SSHCLI",1,1,"0.00"
Private Static Method,"hudson.cli.SSHCLI.openConnection",4,1,"0.00"
Static Method,"hudson.cli.SSHCLI.sshConnection",54,5,"0.02"
Anonymous Class,"hudson.cli.SSHCLI.sshConnection.(Anon_1)",6,,"0.00"
Public Method,"hudson.cli.SSHCLI.sshConnection.(Anon_1).verifyServerKey",5,1,"0.00"
Public Class,"hudson.cli.SessionIdCommand",12,,"0.50"
Public Method,"hudson.cli.SessionIdCommand.getShortDescription",4,1,"0.00"
Protected Method,"hudson.cli.SessionIdCommand.run",5,1,"0.00"
Public Class,"hudson.cli.SetBuildDescriptionCommand",26,,"0.00"
Public Method,"hudson.cli.SetBuildDescriptionCommand.getShortDescription",4,1,"0.00"
Protected Method,"hudson.cli.SetBuildDescriptionCommand.run",12,3,"0.00"
Public Class,"hudson.cli.SetBuildDescriptionCommandTest",82,,"0.11"
Private Method,"hudson.cli.SetBuildDescriptionCommandTest.createScriptBuilder",3,2,"1.67"
Public Method,"hudson.cli.SetBuildDescriptionCommandTest.setBuildDescriptionShouldFailIfBuildDoesNotExist",11,1,"0.00"
Public Method,"hudson.cli.SetBuildDescriptionCommandTest.setBuildDescriptionShouldFailIfJobDoesNotExist",8,1,"0.00"
Public Method,"hudson.cli.SetBuildDescriptionCommandTest.setBuildDescriptionShouldFailIfJobDoesNotExistButNearExists",9,1,"0.00"
Public Method,"hudson.cli.SetBuildDescriptionCommandTest.setBuildDescriptionShouldFailWithoutJobReadPermission",11,1,"0.00"
Public Method,"hudson.cli.SetBuildDescriptionCommandTest.setBuildDescriptionShouldFailWithoutRunUpdatePermission1",11,1,"0.00"
Public Method,"hudson.cli.SetBuildDescriptionCommandTest.setBuildDescriptionShouldSucceed",22,1,"0.00"
Public Method,"hudson.cli.SetBuildDescriptionCommandTest.setUp",3,1,"0.00"
Public Class,"hudson.cli.SetBuildDisplayNameCommand",27,,"0.00"
Public Method,"hudson.cli.SetBuildDisplayNameCommand.getShortDescription",4,1,"0.00"
Protected Method,"hudson.cli.SetBuildDisplayNameCommand.run",13,3,"0.00"
Public Class,"hudson.cli.SetBuildDisplayNameCommandTest",25,,"0.00"
Public Method,"hudson.cli.SetBuildDisplayNameCommandTest.referencingBuildThatDoesNotExistsShouldFail",9,1,"0.00"
Public Method,"hudson.cli.SetBuildDisplayNameCommandTest.setDescriptionSuccessfully",9,1,"0.00"
Public Method,"hudson.cli.SetBuildDisplayNameCommandTest.setUp",3,1,"0.00"
Public Class,"hudson.cli.UpdateJobCommand",14,,"0.21"
Public Method,"hudson.cli.UpdateJobCommand.getShortDescription",4,1,"0.00"
Protected Method,"hudson.cli.UpdateJobCommand.run",5,1,"0.00"
Public Class,"hudson.cli.UpdateNodeCommand",14,,"0.29"
Public Method,"hudson.cli.UpdateNodeCommand.getShortDescription",4,1,"0.00"
Protected Method,"hudson.cli.UpdateNodeCommand.run",5,1,"0.00"
Public Class,"hudson.cli.UpdateNodeCommandTest",73,,"0.05"
Public Method,"hudson.cli.UpdateNodeCommandTest.setUp",3,1,"0.00"
Public Method,"hudson.cli.UpdateNodeCommandTest.updateNodeShouldFailForDotDot",17,1,"0.12"
Public Method,"hudson.cli.UpdateNodeCommandTest.updateNodeShouldFailForMaster",16,1,"0.12"
Public Method,"hudson.cli.UpdateNodeCommandTest.updateNodeShouldFailIfNodeDoesNotExist",10,1,"0.00"
Public Method,"hudson.cli.UpdateNodeCommandTest.updateNodeShouldFailWithoutComputerConfigurePermission",10,1,"0.00"
Public Method,"hudson.cli.UpdateNodeCommandTest.updateNodeShouldModifyNodeConfiguration",13,1,"0.00"
Public Class,"hudson.cli.UpdateViewCommand",14,,"0.29"
Public Method,"hudson.cli.UpdateViewCommand.getShortDescription",4,1,"0.00"
Protected Method,"hudson.cli.UpdateViewCommand.run",5,1,"0.00"
Public Class,"hudson.cli.UpdateViewCommandTest",65,,"0.06"
Public Method,"hudson.cli.UpdateViewCommandTest.setUp",4,1,"0.00"
